Year,FIPS Code,Type,Rate
2015,51570,Reported Hepatitis C (18-30 year olds),35.4
2015,51580,Diagnosed HIV,17.7
2015,51580,ED Heroin Overdose,0
2015,51580,ED Opioid Overdose,0
2015,51580,EMS Narcan,123.7
2015,51580,Fatal Fentanyl and/or Heroin Overdose,17.7
2015,51580,Fatal Prescription Opioid Overdose,0
2015,51580,Neonatal Abstinance Syndrome,19.2
2015,51580,Reported Hepatitis C (18-30 year olds),233.6
2015,51590,Diagnosed HIV,16.6
2015,51590,ED Heroin Overdose,0
2015,51590,ED Opioid Overdose,209.1
2015,51590,EMS Narcan,45.1
2015,51590,Fatal Fentanyl and/or Heroin Overdose,4.8
2015,51590,Fatal Prescription Opioid Overdose,0
2015,51590,Neonatal Abstinance Syndrome,7.3
2015,51590,Reported Hepatitis C (18-30 year olds),180.2
2015,51595,Diagnosed HIV,18.2
2015,51595,ED Heroin Overdose,0
2015,51595,ED Opioid Overdose,0
2015,51595,EMS Narcan,54.6
2015,51595,Fatal Fentanyl and/or Heroin Overdose,0
2015,51595,Fatal Prescription Opioid Overdose,0
2015,51595,Neonatal Abstinance Syndrome,0
2015,51595,Reported Hepatitis C (18-30 year olds),0
2015,51600,Diagnosed HIV,0
2015,51600,ED Heroin Overdose,0
2015,51600,ED Opioid Overdose,0
2015,51600,EMS Narcan,50
2015,51600,Fatal Fentanyl and/or Heroin Overdose,8.3
2015,51600,Fatal Prescription Opioid Overdose,12.5
2015,51600,Neonatal Abstinance Syndrome,0
2015,51600,Reported Hepatitis C (18-30 year olds),48.4
2015,51610,Diagnosed HIV,0
2015,51610,ED Heroin Overdose,0
2015,51610,ED Opioid Overdose,86.4
2015,51610,EMS Narcan,0
2015,51610,Fatal Fentanyl and/or Heroin Overdose,0
2015,51610,Fatal Prescription Opioid Overdose,0
2015,51610,Neonatal Abstinance Syndrome,0
2015,51610,Reported Hepatitis C (18-30 year olds),51.2
2015,51620,Diagnosed HIV,35.3
2015,51620,ED Heroin Overdose,35.3
2015,51620,ED Opioid Overdose,58.9
2015,51620,EMS Narcan,58.9
2015,51620,Fatal Fentanyl and/or Heroin Overdose,0
2015,51620,Fatal Prescription Opioid Overdose,11.8
2015,51620,Neonatal Abstinance Syndrome,7.5
2015,51620,Reported Hepatitis C (18-30 year olds),0
2015,51630,Diagnosed HIV,24.9
2015,51630,ED Heroin Overdose,3.6
2015,51630,ED Opioid Overdose,120.9
2015,51630,EMS Narcan,110.2
2015,51630,Fatal Fentanyl and/or Heroin Overdose,21.3
2015,51630,Fatal Prescription Opioid Overdose,3.6
2015,51630,Neonatal Abstinance Syndrome,2.5
2015,51630,Reported Hepatitis C (18-30 year olds),186
2015,51640,Diagnosed HIV,28.9
2015,51640,ED Heroin Overdose,0
2015,51640,ED Opioid Overdose,347.1
2015,51640,EMS Narcan,188
2015,51640,Fatal Fentanyl and/or Heroin Overdose,14.5
2015,51640,Fatal Prescription Opioid Overdose,14.5
2015,51640,Neonatal Abstinance Syndrome,0
2015,51640,Reported Hepatitis C (18-30 year olds),2832
2015,51650,Diagnosed HIV,20.5
2015,51650,ED Heroin Overdose,8.8
2015,51650,ED Opioid Overdose,79.1
2015,51650,EMS Narcan,49.1
2015,51650,Fatal Fentanyl and/or Heroin Overdose,5.9
2015,51650,Fatal Prescription Opioid Overdose,8.1
2015,51650,Neonatal Abstinance Syndrome,3.7
2015,51650,Reported Hepatitis C (18-30 year olds),36.5
2015,51660,Diagnosed HIV,7.6
2015,51660,ED Heroin Overdose,1.9
2015,51660,ED Opioid Overdose,70.4
2015,51660,EMS Narcan,36.2
2015,51660,Fatal Fentanyl and/or Heroin Overdose,0
2015,51660,Fatal Prescription Opioid Overdose,3.8
2015,51660,Neonatal Abstinance Syndrome,0
2015,51660,Reported Hepatitis C (18-30 year olds),21.8
2015,51670,Diagnosed HIV,26.8
2015,51670,ED Heroin Overdose,26.8
2015,51670,ED Opioid Overdose,214.5
2015,51670,EMS Narcan,44.7
2015,51670,Fatal Fentanyl and/or Heroin Overdose,0
2015,51670,Fatal Prescription Opioid Overdose,8.9
2015,51670,Neonatal Abstinance Syndrome,5.7
2015,51670,Reported Hepatitis C (18-30 year olds),207.6
2015,51678,Diagnosed HIV,0
2015,51678,ED Heroin Overdose,0
2015,51678,ED Opioid Overdose,0
2015,51678,EMS Narcan,27.5
2015,51678,Fatal Fentanyl and/or Heroin Overdose,0
2015,51678,Fatal Prescription Opioid Overdose,0
2015,51678,Neonatal Abstinance Syndrome,0
2015,51678,Reported Hepatitis C (18-30 year olds),27.2
2015,51680,Diagnosed HIV,8.8
2015,51680,ED Heroin Overdose,0
2015,51680,ED Opioid Overdose,127.8
2015,51680,EMS Narcan,101.5
2015,51680,Fatal Fentanyl and/or Heroin Overdose,1.3
2015,51680,Fatal Prescription Opioid Overdose,2.5
2015,51680,Neonatal Abstinance Syndrome,0.9
2015,51680,Reported Hepatitis C (18-30 year olds),84.6
2015,51683,Diagnosed HIV,16.8
2015,51683,ED Heroin Overdose,12
2015,51683,ED Opioid Overdose,76.6
2015,51683,EMS Narcan,31.1
2015,51683,Fatal Fentanyl and/or Heroin Overdose,9.6
2015,51683,Fatal Prescription Opioid Overdose,7.2
2015,51683,Neonatal Abstinance Syndrome,5.2
2015,51683,Reported Hepatitis C (18-30 year olds),25.4
2015,51685,Diagnosed HIV,6.4
2015,51685,ED Heroin Overdose,0
2015,51685,ED Opioid Overdose,0
2015,51685,EMS Narcan,44.5
2015,51685,Fatal Fentanyl and/or Heroin Overdose,0
2015,51685,Fatal Prescription Opioid Overdose,6.4
2015,51685,Neonatal Abstinance Syndrome,0
2015,51685,Reported Hepatitis C (18-30 year olds),67.3
2015,51690,Diagnosed HIV,0
2015,51690,ED Heroin Overdose,0
2015,51690,ED Opioid Overdose,0
2015,51690,EMS Narcan,51.3
2015,51690,Fatal Fentanyl and/or Heroin Overdose,14.7
2015,51690,Fatal Prescription Opioid Overdose,14.7
2015,51690,Neonatal Abstinance Syndrome,19.2
2015,51690,Reported Hepatitis C (18-30 year olds),154.7
2015,51700,Diagnosed HIV,20.8
2015,51700,ED Heroin Overdose,7.7
2015,51700,ED Opioid Overdose,142
2015,51700,EMS Narcan,75.1
2015,51700,Fatal Fentanyl and/or Heroin Overdose,9.3
2015,51700,Fatal Prescription Opioid Overdose,3.3
2015,51700,Neonatal Abstinance Syndrome,4.3
2015,51700,Reported Hepatitis C (18-30 year olds),46.4
2015,51710,Diagnosed HIV,31.3
2015,51710,ED Heroin Overdose,20.7
2015,51710,ED Opioid Overdose,89.3
2015,51710,EMS Narcan,12.2
2015,51710,Fatal Fentanyl and/or Heroin Overdose,13.4
2015,51710,Fatal Prescription Opioid Overdose,8.1
2015,51710,Neonatal Abstinance Syndrome,3.8
2015,51710,Reported Hepatitis C (18-30 year olds),23.2
2015,51720,Diagnosed HIV,0
2015,51720,ED Heroin Overdose,0
2015,51720,ED Opioid Overdose,558.5
2015,51720,EMS Narcan,76.2
2015,51720,Fatal Fentanyl and/or Heroin Overdose,0
2015,51720,Fatal Prescription Opioid Overdose,25.4
2015,51720,Neonatal Abstinance Syndrome,58.8
2015,51720,Reported Hepatitis C (18-30 year olds),411
2015,51730,Diagnosed HIV,98.5
2015,51730,ED Heroin Overdose,6.2
2015,51730,ED Opioid Overdose,49.3
2015,51730,EMS Narcan,43.1
2015,51730,Fatal Fentanyl and/or Heroin Overdose,9.2
2015,51730,Fatal Prescription Opioid Overdose,0
2015,51730,Neonatal Abstinance Syndrome,5.8
2015,51730,Reported Hepatitis C (18-30 year olds),73.6
2015,51735,Diagnosed HIV,8.3
2015,51735,ED Heroin Overdose,0
2015,51735,ED Opioid Overdose,82.9
2015,51735,EMS Narcan,24.9
2015,51735,Fatal Fentanyl and/or Heroin Overdose,16.6
2015,51735,Fatal Prescription Opioid Overdose,8.3
2015,51735,Neonatal Abstinance Syndrome,10.3
2015,51735,Reported Hepatitis C (18-30 year olds),121.2
2015,51740,Diagnosed HIV,28.1
2015,51740,ED Heroin Overdose,34.3
2015,51740,ED Opioid Overdose,161.1
2015,51740,EMS Narcan,84.2
2015,51740,Fatal Fentanyl and/or Heroin Overdose,13.5
2015,51740,Fatal Prescription Opioid Overdose,9.4
2015,51740,Neonatal Abstinance Syndrome,8.4
2015,51740,Reported Hepatitis C (18-30 year olds),46
2015,51750,Diagnosed HIV,5.7
2015,51750,ED Heroin Overdose,5.7
2015,51750,ED Opioid Overdose,149.4
2015,51750,EMS Narcan,17.2
2015,51750,Fatal Fentanyl and/or Heroin Overdose,0
2015,51750,Fatal Prescription Opioid Overdose,0
2015,51750,Neonatal Abstinance Syndrome,50.7
2015,51750,Reported Hepatitis C (18-30 year olds),23.2
2015,51760,Diagnosed HIV,30.4
2015,51760,ED Heroin Overdose,27.2
2015,51760,ED Opioid Overdose,126.2
2015,51760,EMS Narcan,107.1
2015,51760,Fatal Fentanyl and/or Heroin Overdose,19.1
2015,51760,Fatal Prescription Opioid Overdose,5.9
2015,51760,Neonatal Abstinance Syndrome,8.4
2015,51760,Reported Hepatitis C (18-30 year olds),70.4
2015,51770,Diagnosed HIV,10
2015,51770,ED Heroin Overdose,32
2015,51770,ED Opioid Overdose,196.2
2015,51770,EMS Narcan,86.1
2015,51770,Fatal Fentanyl and/or Heroin Overdose,14
2015,51770,Fatal Prescription Opioid Overdose,8
2015,51770,Neonatal Abstinance Syndrome,8.5
2015,51770,Reported Hepatitis C (18-30 year olds),261.9
2015,51775,Diagnosed HIV,3.9
2015,51775,ED Heroin Overdose,15.7
2015,51775,ED Opioid Overdose,208.4
2015,51775,EMS Narcan,39.3
2015,51775,Fatal Fentanyl and/or Heroin Overdose,0
2015,51775,Fatal Prescription Opioid Overdose,7.9
2015,51775,Neonatal Abstinance Syndrome,17.9
2015,51775,Reported Hepatitis C (18-30 year olds),263.4
2015,51790,Diagnosed HIV,12.3
2015,51790,ED Heroin Overdose,4.1
2015,51790,ED Opioid Overdose,16.4
2015,51790,EMS Narcan,24.6
2015,51790,Fatal Fentanyl and/or Heroin Overdose,4.1
2015,51790,Fatal Prescription Opioid Overdose,4.1
2015,51790,Neonatal Abstinance Syndrome,13.5
2015,51790,Reported Hepatitis C (18-30 year olds),189.4
2015,51800,Diagnosed HIV,13.6
2015,51800,ED Heroin Overdose,10.2
2015,51800,ED Opioid Overdose,51
2015,51800,EMS Narcan,43.1
2015,51800,Fatal Fentanyl and/or Heroin Overdose,6.8
2015,51800,Fatal Prescription Opioid Overdose,4.5
2015,51800,Neonatal Abstinance Syndrome,0.9
2015,51800,Reported Hepatitis C (18-30 year olds),55.7
2015,51810,Diagnosed HIV,15
2015,51810,ED Heroin Overdose,15.2
2015,51810,ED Opioid Overdose,61
2015,51810,EMS Narcan,31.4
2015,51810,Fatal Fentanyl and/or Heroin Overdose,7.5
2015,51810,Fatal Prescription Opioid Overdose,5.1
2015,51810,Neonatal Abstinance Syndrome,3.6
2015,51810,Reported Hepatitis C (18-30 year olds),42.7
2015,51820,Diagnosed HIV,4.7
2015,51820,ED Heroin Overdose,0
2015,51820,ED Opioid Overdose,9.3
2015,51820,EMS Narcan,74.4
2015,51820,Fatal Fentanyl and/or Heroin Overdose,4.7
2015,51820,Fatal Prescription Opioid Overdose,14
2015,51820,Neonatal Abstinance Syndrome,11.5
2015,51820,Reported Hepatitis C (18-30 year olds),85.4
2015,51830,Diagnosed HIV,0
2015,51830,ED Heroin Overdose,0
2015,51830,ED Opioid Overdose,0
2015,51830,EMS Narcan,19.9
2015,51830,Fatal Fentanyl and/or Heroin Overdose,0
2015,51830,Fatal Prescription Opioid Overdose,0
2015,51830,Neonatal Abstinance Syndrome,0
2015,51830,Reported Hepatitis C (18-30 year olds),58.2
2015,51840,Diagnosed HIV,14.7
2015,51840,ED Heroin Overdose,58.6
2015,51840,ED Opioid Overdose,293.2
2015,51840,EMS Narcan,44
2015,51840,Fatal Fentanyl and/or Heroin Overdose,18.3
2015,51840,Fatal Prescription Opioid Overdose,3.7
2015,51840,Neonatal Abstinance Syndrome,37.3
2015,51840,Reported Hepatitis C (18-30 year olds),364.5
2016,51001,Diagnosed HIV,3
2016,51001,ED Heroin Overdose,6.1
2016,51001,ED Opioid Overdose,60.7
2016,51001,EMS Narcan,48.6
2016,51001,Fatal Fentanyl and/or Heroin Overdose,12.1
2016,51001,Fatal Prescription Opioid Overdose,12.1
2016,51001,Neonatal Abstinance Syndrome,
2016,51001,Reported Hepatitis C (18-30 year olds),135.1
2016,51003,Diagnosed HIV,2.8
2016,51003,ED Heroin Overdose,8.4
2016,51003,ED Opioid Overdose,84.2
2016,51003,EMS Narcan,15.9
2016,51003,Fatal Fentanyl and/or Heroin Overdose,0.9
2016,51003,Fatal Prescription Opioid Overdose,0.9
2016,51003,Neonatal Abstinance Syndrome,
2016,51003,Reported Hepatitis C (18-30 year olds),23.6
2016,51005,Diagnosed HIV,6.4
2016,51005,ED Heroin Overdose,0
2016,51005,ED Opioid Overdose,218
2016,51005,EMS Narcan,12.8
2016,51005,Fatal Fentanyl and/or Heroin Overdose,6.4
2016,51005,Fatal Prescription Opioid Overdose,12.8
2016,51005,Neonatal Abstinance Syndrome,
2016,51005,Reported Hepatitis C (18-30 year olds),246.7
2016,51007,Diagnosed HIV,7.7
2016,51007,ED Heroin Overdose,0
2016,51007,ED Opioid Overdose,54.2
2016,51007,EMS Narcan,23.2
2016,51007,Fatal Fentanyl and/or Heroin Overdose,7.7
2016,51007,Fatal Prescription Opioid Overdose,0
2016,51007,Neonatal Abstinance Syndrome,
2016,51007,Reported Hepatitis C (18-30 year olds),340.3
2016,51009,Diagnosed HIV,6.3
2016,51009,ED Heroin Overdose,0
2016,51009,ED Opioid Overdose,79
2016,51009,EMS Narcan,19
2016,51009,Fatal Fentanyl and/or Heroin Overdose,3.2
2016,51009,Fatal Prescription Opioid Overdose,6.3
2016,51009,Neonatal Abstinance Syndrome,
2016,51009,Reported Hepatitis C (18-30 year olds),61.7
2016,51011,Diagnosed HIV,0
2016,51011,ED Heroin Overdose,0
2016,51011,ED Opioid Overdose,109.9
2016,51011,EMS Narcan,77.5
2016,51011,Fatal Fentanyl and/or Heroin Overdose,12.9
2016,51011,Fatal Prescription Opioid Overdose,6.5
2016,51011,Neonatal Abstinance Syndrome,
2016,51011,Reported Hepatitis C (18-30 year olds),90.4
2016,51013,Diagnosed HIV,10.9
2016,51013,ED Heroin Overdose,5.2
2016,51013,ED Opioid Overdose,60
2016,51013,EMS Narcan,35.2
2016,51013,Fatal Fentanyl and/or Heroin Overdose,6.1
2016,51013,Fatal Prescription Opioid Overdose,4.8
2016,51013,Neonatal Abstinance Syndrome,
2016,51013,Reported Hepatitis C (18-30 year olds),66.2
2016,51015,Diagnosed HIV,2.7
2016,51015,ED Heroin Overdose,0
2016,51015,ED Opioid Overdose,13.3
2016,51015,EMS Narcan,12
2016,51015,Fatal Fentanyl and/or Heroin Overdose,0
2016,51015,Fatal Prescription Opioid Overdose,2.7
2016,51015,Neonatal Abstinance Syndrome,
2016,51015,Reported Hepatitis C (18-30 year olds),194.1
2016,51017,Diagnosed HIV,0
2016,51017,ED Heroin Overdose,0
2016,51017,ED Opioid Overdose,0
2016,51017,EMS Narcan,0
2016,51017,Fatal Fentanyl and/or Heroin Overdose,0
2016,51017,Fatal Prescription Opioid Overdose,0
2016,51017,Neonatal Abstinance Syndrome,
2016,51017,Reported Hepatitis C (18-30 year olds),514.6
2016,51019,Diagnosed HIV,2.6
2016,51019,ED Heroin Overdose,5.1
2016,51019,ED Opioid Overdose,88.5
2016,51019,EMS Narcan,19.2
2016,51019,Fatal Fentanyl and/or Heroin Overdose,1.3
2016,51019,Fatal Prescription Opioid Overdose,2.6
2016,51019,Neonatal Abstinance Syndrome,
2016,51019,Reported Hepatitis C (18-30 year olds),66.3
2016,51021,Diagnosed HIV,0
2016,51021,ED Heroin Overdose,0
2016,51021,ED Opioid Overdose,15.4
2016,51021,EMS Narcan,0
2016,51021,Fatal Fentanyl and/or Heroin Overdose,0
2016,51021,Fatal Prescription Opioid Overdose,0
2016,51021,Neonatal Abstinance Syndrome,
2016,51021,Reported Hepatitis C (18-30 year olds),885
2016,51023,Diagnosed HIV,3
2016,51023,ED Heroin Overdose,3
2016,51023,ED Opioid Overdose,102.3
2016,51023,EMS Narcan,27.1
2016,51023,Fatal Fentanyl and/or Heroin Overdose,3
2016,51023,Fatal Prescription Opioid Overdose,6
2016,51023,Neonatal Abstinance Syndrome,
2016,51023,Reported Hepatitis C (18-30 year olds),167.3
2016,51025,Diagnosed HIV,18.5
2016,51025,ED Heroin Overdose,0
2016,51025,ED Opioid Overdose,92.3
2016,51025,EMS Narcan,12.3
2016,51025,Fatal Fentanyl and/or Heroin Overdose,6.2
2016,51025,Fatal Prescription Opioid Overdose,0
2016,51025,Neonatal Abstinance Syndrome,
2016,51025,Reported Hepatitis C (18-30 year olds),870.8
2016,51027,Diagnosed HIV,0
2016,51027,ED Heroin Overdose,0
2016,51027,ED Opioid Overdose,144.3
2016,51027,EMS Narcan,36.1
2016,51027,Fatal Fentanyl and/or Heroin Overdose,0
2016,51027,Fatal Prescription Opioid Overdose,13.5
2016,51027,Neonatal Abstinance Syndrome,
2016,51027,Reported Hepatitis C (18-30 year olds),583.1
2016,51029,Diagnosed HIV,23.5
2016,51029,ED Heroin Overdose,0
2016,51029,ED Opioid Overdose,88
2016,51029,EMS Narcan,17.6
2016,51029,Fatal Fentanyl and/or Heroin Overdose,0
2016,51029,Fatal Prescription Opioid Overdose,0
2016,51029,Neonatal Abstinance Syndrome,
2016,51029,Reported Hepatitis C (18-30 year olds),291.5
2016,51031,Diagnosed HIV,3.6
2016,51031,ED Heroin Overdose,1.8
2016,51031,ED Opioid Overdose,67.3
2016,51031,EMS Narcan,51
2016,51031,Fatal Fentanyl and/or Heroin Overdose,3.6
2016,51031,Fatal Prescription Opioid Overdose,9.1
2016,51031,Neonatal Abstinance Syndrome,
2016,51031,Reported Hepatitis C (18-30 year olds),55.1
2016,51033,Diagnosed HIV,6.6
2016,51033,ED Heroin Overdose,16.6
2016,51033,ED Opioid Overdose,159.1
2016,51033,EMS Narcan,63
2016,51033,Fatal Fentanyl and/or Heroin Overdose,13.3
2016,51033,Fatal Prescription Opioid Overdose,16.6
2016,51033,Neonatal Abstinance Syndrome,
2016,51033,Reported Hepatitis C (18-30 year olds),306.1
2016,51035,Diagnosed HIV,3.4
2016,51035,ED Heroin Overdose,0
2016,51035,ED Opioid Overdose,67.7
2016,51035,EMS Narcan,37.2
2016,51035,Fatal Fentanyl and/or Heroin Overdose,0
2016,51035,Fatal Prescription Opioid Overdose,0
2016,51035,Neonatal Abstinance Syndrome,
2016,51035,Reported Hepatitis C (18-30 year olds),243
2016,51036,Diagnosed HIV,0
2016,51036,ED Heroin Overdose,0
2016,51036,ED Opioid Overdose,155.6
2016,51036,EMS Narcan,0
2016,51036,Fatal Fentanyl and/or Heroin Overdose,14.1
2016,51036,Fatal Prescription Opioid Overdose,0
2016,51036,Neonatal Abstinance Syndrome,
2016,51036,Reported Hepatitis C (18-30 year olds),0
2016,51037,Diagnosed HIV,8.2
2016,51037,ED Heroin Overdose,0
2016,51037,ED Opioid Overdose,115.4
2016,51037,EMS Narcan,24.7
2016,51037,Fatal Fentanyl and/or Heroin Overdose,0
2016,51037,Fatal Prescription Opioid Overdose,0
2016,51037,Neonatal Abstinance Syndrome,
2016,51037,Reported Hepatitis C (18-30 year olds),0
2016,51041,Diagnosed HIV,13.9
2016,51041,ED Heroin Overdose,15.3
2016,51041,ED Opioid Overdose,111.2
2016,51041,EMS Narcan,52.8
2016,51041,Fatal Fentanyl and/or Heroin Overdose,14.2
2016,51041,Fatal Prescription Opioid Overdose,4.4
2016,51041,Neonatal Abstinance Syndrome,
2016,51041,Reported Hepatitis C (18-30 year olds),176.1
2016,51043,Diagnosed HIV,13.9
2016,51043,ED Heroin Overdose,27.8
2016,51043,ED Opioid Overdose,48.7
2016,51043,EMS Narcan,62.6
2016,51043,Fatal Fentanyl and/or Heroin Overdose,20.9
2016,51043,Fatal Prescription Opioid Overdose,0
2016,51043,Neonatal Abstinance Syndrome,
2016,51043,Reported Hepatitis C (18-30 year olds),330.9
2016,51045,Diagnosed HIV,0
2016,51045,ED Heroin Overdose,0
2016,51045,ED Opioid Overdose,116.3
2016,51045,EMS Narcan,38.8
2016,51045,Fatal Fentanyl and/or Heroin Overdose,19.4
2016,51045,Fatal Prescription Opioid Overdose,0
2016,51045,Neonatal Abstinance Syndrome,
2016,51045,Reported Hepatitis C (18-30 year olds),0
2016,51047,Diagnosed HIV,6
2016,51047,ED Heroin Overdose,87.9
2016,51047,ED Opioid Overdose,187.7
2016,51047,EMS Narcan,119.8
2016,51047,Fatal Fentanyl and/or Heroin Overdose,28
2016,51047,Fatal Prescription Opioid Overdose,6
2016,51047,Neonatal Abstinance Syndrome,
2016,51047,Reported Hepatitis C (18-30 year olds),366.3
2016,51049,Diagnosed HIV,10.4
2016,51049,ED Heroin Overdose,10.4
2016,51049,ED Opioid Overdose,82.9
2016,51049,EMS Narcan,10.4
2016,51049,Fatal Fentanyl and/or Heroin Overdose,10.4
2016,51049,Fatal Prescription Opioid Overdose,0
2016,51049,Neonatal Abstinance Syndrome,
2016,51049,Reported Hepatitis C (18-30 year olds),0
2016,51051,Diagnosed HIV,6.7
2016,51051,ED Heroin Overdose,0
2016,51051,ED Opioid Overdose,240.5
2016,51051,EMS Narcan,86.9
2016,51051,Fatal Fentanyl and/or Heroin Overdose,0
2016,51051,Fatal Prescription Opioid Overdose,40.1
2016,51051,Neonatal Abstinance Syndrome,
2016,51051,Reported Hepatitis C (18-30 year olds),430
2016,51053,Diagnosed HIV,7.1
2016,51053,ED Heroin Overdose,14.2
2016,51053,ED Opioid Overdose,17.8
2016,51053,EMS Narcan,21.3
2016,51053,Fatal Fentanyl and/or Heroin Overdose,7.1
2016,51053,Fatal Prescription Opioid Overdose,3.6
2016,51053,Neonatal Abstinance Syndrome,
2016,51053,Reported Hepatitis C (18-30 year olds),148.6
2016,51057,Diagnosed HIV,18
2016,51057,ED Heroin Overdose,0
2016,51057,ED Opioid Overdose,161.8
2016,51057,EMS Narcan,27
2016,51057,Fatal Fentanyl and/or Heroin Overdose,9
2016,51057,Fatal Prescription Opioid Overdose,9
2016,51057,Neonatal Abstinance Syndrome,
2016,51057,Reported Hepatitis C (18-30 year olds),0
2016,51059,Diagnosed HIV,8.9
2016,51059,ED Heroin Overdose,9.2
2016,51059,ED Opioid Overdose,79.9
2016,51059,EMS Narcan,25.5
2016,51059,Fatal Fentanyl and/or Heroin Overdose,5.5
2016,51059,Fatal Prescription Opioid Overdose,3
2016,51059,Neonatal Abstinance Syndrome,
2016,51059,Reported Hepatitis C (18-30 year olds),70.8
2016,51061,Diagnosed HIV,8.7
2016,51061,ED Heroin Overdose,30.4
2016,51061,ED Opioid Overdose,121.6
2016,51061,EMS Narcan,63.7
2016,51061,Fatal Fentanyl and/or Heroin Overdose,26.1
2016,51061,Fatal Prescription Opioid Overdose,13
2016,51061,Neonatal Abstinance Syndrome,
2016,51061,Reported Hepatitis C (18-30 year olds),262.5
2016,51063,Diagnosed HIV,6.4
2016,51063,ED Heroin Overdose,0
2016,51063,ED Opioid Overdose,76.3
2016,51063,EMS Narcan,19.1
2016,51063,Fatal Fentanyl and/or Heroin Overdose,6.4
2016,51063,Fatal Prescription Opioid Overdose,0
2016,51063,Neonatal Abstinance Syndrome,
2016,51063,Reported Hepatitis C (18-30 year olds),360.8
2016,51065,Diagnosed HIV,0
2016,51065,ED Heroin Overdose,7.6
2016,51065,ED Opioid Overdose,53.3
2016,51065,EMS Narcan,26.6
2016,51065,Fatal Fentanyl and/or Heroin Overdose,0
2016,51065,Fatal Prescription Opioid Overdose,3.8
2016,51065,Neonatal Abstinance Syndrome,
2016,51065,Reported Hepatitis C (18-30 year olds),365
2016,51067,Diagnosed HIV,3.6
2016,51067,ED Heroin Overdose,10.7
2016,51067,ED Opioid Overdose,148
2016,51067,EMS Narcan,21.4
2016,51067,Fatal Fentanyl and/or Heroin Overdose,3.6
2016,51067,Fatal Prescription Opioid Overdose,14.3
2016,51067,Neonatal Abstinance Syndrome,
2016,51067,Reported Hepatitis C (18-30 year olds),276.3
2016,51069,Diagnosed HIV,1.2
2016,51069,ED Heroin Overdose,16.6
2016,51069,ED Opioid Overdose,61.6
2016,51069,EMS Narcan,64
2016,51069,Fatal Fentanyl and/or Heroin Overdose,17.8
2016,51069,Fatal Prescription Opioid Overdose,11.8
2016,51069,Neonatal Abstinance Syndrome,
2016,51069,Reported Hepatitis C (18-30 year olds),390.2
2016,51071,Diagnosed HIV,0
2016,51071,ED Heroin Overdose,0
2016,51071,ED Opioid Overdose,130.5
2016,51071,EMS Narcan,5.9
2016,51071,Fatal Fentanyl and/or Heroin Overdose,0
2016,51071,Fatal Prescription Opioid Overdose,11.9
2016,51071,Neonatal Abstinance Syndrome,
2016,51071,Reported Hepatitis C (18-30 year olds),425.7
2016,51073,Diagnosed HIV,0
2016,51073,ED Heroin Overdose,29.6
2016,51073,ED Opioid Overdose,134.4
2016,51073,EMS Narcan,53.7
2016,51073,Fatal Fentanyl and/or Heroin Overdose,18.8
2016,51073,Fatal Prescription Opioid Overdose,5.4
2016,51073,Neonatal Abstinance Syndrome,
2016,51073,Reported Hepatitis C (18-30 year olds),185.2
2016,51075,Diagnosed HIV,4.4
2016,51075,ED Heroin Overdose,17.6
2016,51075,ED Opioid Overdose,75
2016,51075,EMS Narcan,35.3
2016,51075,Fatal Fentanyl and/or Heroin Overdose,0
2016,51075,Fatal Prescription Opioid Overdose,4.4
2016,51075,Neonatal Abstinance Syndrome,
2016,51075,Reported Hepatitis C (18-30 year olds),504.1
2016,51077,Diagnosed HIV,0
2016,51077,ED Heroin Overdose,13.2
2016,51077,ED Opioid Overdose,125.8
2016,51077,EMS Narcan,6.6
2016,51077,Fatal Fentanyl and/or Heroin Overdose,0
2016,51077,Fatal Prescription Opioid Overdose,6.6
2016,51077,Neonatal Abstinance Syndrome,
2016,51077,Reported Hepatitis C (18-30 year olds),53.3
2016,51079,Diagnosed HIV,0
2016,51079,ED Heroin Overdose,41.3
2016,51079,ED Opioid Overdose,185.8
2016,51079,EMS Narcan,77.4
2016,51079,Fatal Fentanyl and/or Heroin Overdose,0
2016,51079,Fatal Prescription Opioid Overdose,0
2016,51079,Neonatal Abstinance Syndrome,
2016,51079,Reported Hepatitis C (18-30 year olds),37.2
2016,51081,Diagnosed HIV,8.5
2016,51081,ED Heroin Overdose,34.2
2016,51081,ED Opioid Overdose,136.7
2016,51081,EMS Narcan,0
2016,51081,Fatal Fentanyl and/or Heroin Overdose,0
2016,51081,Fatal Prescription Opioid Overdose,0
2016,51081,Neonatal Abstinance Syndrome,
2016,51081,Reported Hepatitis C (18-30 year olds),527.6
2016,51083,Diagnosed HIV,17.1
2016,51083,ED Heroin Overdose,5.7
2016,51083,ED Opioid Overdose,51.4
2016,51083,EMS Narcan,14.3
2016,51083,Fatal Fentanyl and/or Heroin Overdose,0
2016,51083,Fatal Prescription Opioid Overdose,5.7
2016,51083,Neonatal Abstinance Syndrome,
2016,51083,Reported Hepatitis C (18-30 year olds),206.8
2016,51085,Diagnosed HIV,5.7
2016,51085,ED Heroin Overdose,11.5
2016,51085,ED Opioid Overdose,120.7
2016,51085,EMS Narcan,10.5
2016,51085,Fatal Fentanyl and/or Heroin Overdose,7.7
2016,51085,Fatal Prescription Opioid Overdose,1.9
2016,51085,Neonatal Abstinance Syndrome,
2016,51085,Reported Hepatitis C (18-30 year olds),123.9
2016,51087,Diagnosed HIV,13.5
2016,51087,ED Heroin Overdose,27.3
2016,51087,ED Opioid Overdose,155.9
