Year,FIPS Code,Locality,Source,Type,Case Count Display,Rate,VDH Health District,VDH Health District Case Count Display,VDH Health District Case Rate,VDH Health Region,VDH Health Region Case Count Display,VDH Health Region Case Rate,Virginia Hospital & Healthcare Preparedness Region,Virginia Hospital & Healthcare Preparedness Region Case Count Display,Virginia Hospital & Healthcare Preparedness Region Case Rate,Virginia Department of Emergency Management Region,Virginia Department of Emergency Management Region Case Count Display,Virginia Department of Emergency Management Region Case Rate,Community Service Board,Community Service Board Case Count Display,Community Service Board Case Rate,Virginia State Police Division,Virginia State Police Division Case Count Display,Virginia State Police Division Case Rate,Virginia State,Virginia State Case Count Display,Virginia State Case Rate
2015,51131,Northampton,NAS,Neonatal Abstinance Syndrome,*,8.6,Eastern Shore,7,13.9,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Eastern Shore Community Services Board,7,13.9,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51133,Northumberland,NAS,Neonatal Abstinance Syndrome,0,0,Three Rivers,*,3,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Middle Peninsula-Northern Neck Community Services Board,*,3,VSP Division 1,110,6.6,Virginia State,626,6.1
2015,51135,Nottoway,NAS,Neonatal Abstinance Syndrome,0,0,Piedmont,*,1.9,Central,99,6,Central,99,6,Richmond,89,5.7,Crossroads Community Services Board,*,1.9,VSP Division 1,110,6.6,Virginia State,626,6.1
2015,51137,Orange,NAS,Neonatal Abstinance Syndrome,*,7.8,Rappahannock Rapidan,27,13.4,Northwest,148,10,Northwest,92,9.6,Culpeper,123,15.5,Rappahannock-Rapidan Community Services Board,27,13.4,VSP Division 2,108,11,Virginia State,626,6.1
2015,51139,Page,NAS,Neonatal Abstinance Syndrome,*,17.1,Lord Fairfax,54,20.5,Northwest,148,10,Northwest,92,9.6,Culpeper,123,15.5,Northwestern Community Services,54,20.5,VSP Division 2,108,11,Virginia State,626,6.1
2015,51141,Patrick,NAS,Neonatal Abstinance Syndrome,0,0,West Piedmont,20,14.8,Southwest,209,15.4,Near Southwest,116,11.3,Roanoke Area,82,10.9,Piedmont Community Services,20,14.8,VSP Division 6,89,11.6,Virginia State,626,6.1
2015,51143,Pittsylvania,NAS,Neonatal Abstinance Syndrome,*,4.1,Pittsylvania-Danville,6,5.8,Southwest,209,15.4,Near Southwest,116,11.3,Roanoke Area,82,10.9,Danville-Pittsylvania Community Services,6,5.8,VSP Division 6,89,11.6,Virginia State,626,6.1
2015,51145,Powhatan,NAS,Neonatal Abstinance Syndrome,0,0,Chesterfield,31,7.2,Central,99,6,Central,99,6,Richmond,89,5.7,Goochland-Powhatan Community Services,*,2.8,VSP Division 1,110,6.6,Virginia State,626,6.1
2015,51147,Prince Edward,NAS,Neonatal Abstinance Syndrome,0,0,Piedmont,*,1.9,Central,99,6,Central,99,6,Central Virginia,42,5,Crossroads Community Services Board,*,1.9,VSP Division 3,43,6,Virginia State,626,6.1
2015,51149,Prince George,NAS,Neonatal Abstinance Syndrome,*,2.8,Crater,7,3.6,Central,99,6,Central,99,6,Richmond,89,5.7,District 19 Community Services Board,9,4.1,VSP Division 1,110,6.6,Virginia State,626,6.1
2015,51153,Prince William,NAS,Neonatal Abstinance Syndrome,18,2.7,Prince William,22,2.9,Northern,68,2,Northern,124,3.2,Northern Virginia,73,2,Prince William County Community Services Board,22,2.9,VSP Division 7,68,2,Virginia State,626,6.1
2015,51155,Pulaski,NAS,Neonatal Abstinance Syndrome,12,39.2,New River,34,21.1,Southwest,209,15.4,Near Southwest,116,11.3,Southwest,116,27.2,New River Valley Community Services,34,21.1,VSP Division 4,109,26.5,Virginia State,626,6.1
2015,51157,Rappahannock,NAS,Neonatal Abstinance Syndrome,0,0,Rappahannock Rapidan,27,13.4,Northwest,148,10,Northwest,92,9.6,Culpeper,123,15.5,Rappahannock-Rapidan Community Services Board,27,13.4,VSP Division 2,108,11,Virginia State,626,6.1
2015,51159,Richmond County,NAS,Neonatal Abstinance Syndrome,0,0,Three Rivers,*,3,Eastern,102,4.3,Eastern,102,4.3,Richmond,89,5.7,Middle Peninsula-Northern Neck Community Services Board,*,3,VSP Division 1,110,6.6,Virginia State,626,6.1
2015,51161,Roanoke County,NAS,Neonatal Abstinance Syndrome,10,13.2,Alleghany,21,13.1,Southwest,209,15.4,Near Southwest,116,11.3,Roanoke Area,82,10.9,Blue Ridge Behavioral Healthcare,32,11.1,VSP Division 6,89,11.6,Virginia State,626,6.1
2015,51163,Rockbridge,NAS,Neonatal Abstinance Syndrome,*,20,Central Shenandoah,16,5.1,Northwest,148,10,Northwest,92,9.6,Roanoke Area,82,10.9,Rockbridge Area Community Services,*,8.4,VSP Division 6,89,11.6,Virginia State,626,6.1
2015,51165,Rockingham,NAS,Neonatal Abstinance Syndrome,*,2.5,Central Shenandoah,16,5.1,Northwest,148,10,Northwest,92,9.6,Central Virginia,42,5,Harrisonburg-Rockingham Community Services Board,*,1.3,VSP Division 2,108,11,Virginia State,626,6.1
2015,51167,Russell,NAS,Neonatal Abstinance Syndrome,7,27.2,Cumberland Plateau,32,32.3,Southwest,209,15.4,Far Southwest,93,27.7,Southwest,116,27.2,Cumberland Mountain Community Services,30,34.8,VSP Division 4,109,26.5,Virginia State,626,6.1
2015,51169,Scott,NAS,Neonatal Abstinance Syndrome,*,11,Lenowisco,26,31.1,Southwest,209,15.4,Far Southwest,93,27.7,Southwest,116,27.2,Planning District One Behavioral Health Services,26,31.1,VSP Division 4,109,26.5,Virginia State,626,6.1
2015,51171,Shenandoah,NAS,Neonatal Abstinance Syndrome,10,22.2,Lord Fairfax,54,20.5,Northwest,148,10,Northwest,92,9.6,Culpeper,123,15.5,Northwestern Community Services,54,20.5,VSP Division 2,108,11,Virginia State,626,6.1
2015,51173,Smyth,NAS,Neonatal Abstinance Syndrome,13,43.5,Mount Rogers,39,21.6,Southwest,209,15.4,Far Southwest,93,27.7,Southwest,116,27.2,Mount Rogers Community Services Board,23,20.7,VSP Division 4,109,26.5,Virginia State,626,6.1
2015,51175,Southampton,NAS,Neonatal Abstinance Syndrome,0,0,Western Tidewater,5,2.8,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Western Tidewater Community Services Board,5,2.8,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51177,Spotsylvania,NAS,Neonatal Abstinance Syndrome,19,11.9,Rappahannock,37,8.5,Northwest,148,10,Northern,124,3.2,Culpeper,123,15.5,Rappahannock Area Community Services Board,37,8.5,VSP Division 2,108,11,Virginia State,626,6.1
2015,51179,Stafford,NAS,Neonatal Abstinance Syndrome,5,3,Rappahannock,37,8.5,Northwest,148,10,Northern,124,3.2,Northern Virginia,73,2,Rappahannock Area Community Services Board,37,8.5,VSP Division 2,108,11,Virginia State,626,6.1
2015,51181,Surry,NAS,Neonatal Abstinance Syndrome,0,0,Crater,7,3.6,Central,99,6,Central,99,6,Tidewater,101,4.3,District 19 Community Services Board,9,4.1,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51183,Sussex,NAS,Neonatal Abstinance Syndrome,0,0,Crater,7,3.6,Central,99,6,Central,99,6,Richmond,89,5.7,District 19 Community Services Board,9,4.1,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51185,Tazewell,NAS,Neonatal Abstinance Syndrome,15,33.9,Cumberland Plateau,32,32.3,Southwest,209,15.4,Far Southwest,93,27.7,Southwest,116,27.2,Cumberland Mountain Community Services,30,34.8,VSP Division 4,109,26.5,Virginia State,626,6.1
2015,51187,Warren,NAS,Neonatal Abstinance Syndrome,11,24.3,Lord Fairfax,54,20.5,Northwest,148,10,Northwest,92,9.6,Culpeper,123,15.5,Northwestern Community Services,54,20.5,VSP Division 2,108,11,Virginia State,626,6.1
2015,51191,Washington,NAS,Neonatal Abstinance Syndrome,12,24.5,Mount Rogers,39,21.6,Southwest,209,15.4,Far Southwest,93,27.7,Southwest,116,27.2,Highlands Community Services,16,23,VSP Division 4,109,26.5,Virginia State,626,6.1
2015,51193,Westmoreland,NAS,Neonatal Abstinance Syndrome,*,10.2,Three Rivers,*,3,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Middle Peninsula-Northern Neck Community Services Board,*,3,VSP Division 1,110,6.6,Virginia State,626,6.1
2015,51195,Wise,NAS,Neonatal Abstinance Syndrome,14,36.9,Lenowisco,26,31.1,Southwest,209,15.4,Far Southwest,93,27.7,Southwest,116,27.2,Planning District One Behavioral Health Services,26,31.1,VSP Division 4,109,26.5,Virginia State,626,6.1
2015,51197,Wythe,NAS,Neonatal Abstinance Syndrome,*,10.8,Mount Rogers,39,21.6,Southwest,209,15.4,Far Southwest,93,27.7,Southwest,116,27.2,Mount Rogers Community Services Board,23,20.7,VSP Division 4,109,26.5,Virginia State,626,6.1
2015,51199,York,NAS,Neonatal Abstinance Syndrome,*,4.7,Peninsula,19,4.4,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Colonial Behavioral Health,7,4.6,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51510,Alexandria,NAS,Neonatal Abstinance Syndrome,*,1.1,Alexandria,*,1.1,Northern,68,2,Northern,124,3.2,Northern Virginia,73,2,Alexandria Community Services Board,*,1.1,VSP Division 7,68,2,Virginia State,626,6.1
2015,51520,Bristol,NAS,Neonatal Abstinance Syndrome,*,19.5,Mount Rogers,39,21.6,Southwest,209,15.4,Far Southwest,93,27.7,Southwest,116,27.2,Highlands Community Services,16,23,VSP Division 4,109,26.5,Virginia State,626,6.1
2015,51530,Buena Vista City,NAS,Neonatal Abstinance Syndrome,0,0,Central Shenandoah,16,5.1,Northwest,148,10,Northwest,92,9.6,Roanoke Area,82,10.9,Rockbridge Area Community Services,*,8.4,VSP Division 6,89,11.6,Virginia State,626,6.1
2015,51540,Charlottesville,NAS,Neonatal Abstinance Syndrome,*,1.7,Thomas Jefferson,14,5.4,Northwest,148,10,Northwest,92,9.6,Central Virginia,42,5,Region Ten Community Services Board,14,5.4,VSP Division 3,43,6,Virginia State,626,6.1
2015,51550,Chesapeake,NAS,Neonatal Abstinance Syndrome,12,4,Chesapeake,12,4,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Chesapeake Integrated Behavioral Healthcare,12,4,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51570,Colonial Heights,NAS,Neonatal Abstinance Syndrome,*,6.6,Chesterfield,31,7.2,Central,99,6,Central,99,6,Richmond,89,5.7,District 19 Community Services Board,9,4.1,VSP Division 1,110,6.6,Virginia State,626,6.1
2015,51580,Covington,NAS,Neonatal Abstinance Syndrome,*,19.2,Alleghany,21,13.1,Southwest,209,15.4,Near Southwest,116,11.3,Roanoke Area,82,10.9,Alleghany Highlands Community Services Board,*,8.6,VSP Division 6,89,11.6,Virginia State,626,6.1
2015,51590,Danville,NAS,Neonatal Abstinance Syndrome,*,7.3,Pittsylvania-Danville,6,5.8,Southwest,209,15.4,Near Southwest,116,11.3,Roanoke Area,82,10.9,Danville-Pittsylvania Community Services,6,5.8,VSP Division 6,89,11.6,Virginia State,626,6.1
2015,51595,Emporia,NAS,Neonatal Abstinance Syndrome,0,0,Crater,7,3.6,Central,99,6,Central,99,6,Richmond,89,5.7,District 19 Community Services Board,9,4.1,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51600,Fairfax City,NAS,Neonatal Abstinance Syndrome,0,0,Fairfax,28,1.8,Northern,68,2,Northern,124,3.2,Northern Virginia,73,2,Fairfax- Falls Church Community Services Board,28,1.8,VSP Division 7,68,2,Virginia State,626,6.1
2015,51610,Falls Church,NAS,Neonatal Abstinance Syndrome,0,0,Fairfax,28,1.8,Northern,68,2,Northern,124,3.2,Northern Virginia,73,2,Fairfax- Falls Church Community Services Board,28,1.8,VSP Division 7,68,2,Virginia State,626,6.1
2015,51620,Franklin City,NAS,Neonatal Abstinance Syndrome,*,7.5,Western Tidewater,5,2.8,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Western Tidewater Community Services Board,5,2.8,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51630,Fredericksburg,NAS,Neonatal Abstinance Syndrome,*,2.5,Rappahannock,37,8.5,Northwest,148,10,Northern,124,3.2,Culpeper,123,15.5,Rappahannock Area Community Services Board,37,8.5,VSP Division 2,108,11,Virginia State,626,6.1
2015,51640,Galax,NAS,Neonatal Abstinance Syndrome,0,0,Mount Rogers,39,21.6,Southwest,209,15.4,Far Southwest,93,27.7,Southwest,116,27.2,Mount Rogers Community Services Board,23,20.7,VSP Division 4,109,26.5,Virginia State,626,6.1
2015,51650,Hampton,NAS,Neonatal Abstinance Syndrome,6,3.7,Hampton,6,3.7,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Hampton-Newport News Community Services Board,18,4.1,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51660,Harrisonburg,NAS,Neonatal Abstinance Syndrome,0,0,Central Shenandoah,16,5.1,Northwest,148,10,Northwest,92,9.6,Central Virginia,42,5,Harrisonburg-Rockingham Community Services Board,*,1.3,VSP Division 2,108,11,Virginia State,626,6.1
2015,51670,Hopewell,NAS,Neonatal Abstinance Syndrome,*,5.7,Crater,7,3.6,Central,99,6,Central,99,6,Richmond,89,5.7,District 19 Community Services Board,9,4.1,VSP Division 1,110,6.6,Virginia State,626,6.1
2015,51678,Lexington,NAS,Neonatal Abstinance Syndrome,0,0,Central Shenandoah,16,5.1,Northwest,148,10,Northwest,92,9.6,Roanoke Area,82,10.9,Rockbridge Area Community Services,*,8.4,VSP Division 6,89,11.6,Virginia State,626,6.1
2015,51680,Lynchburg,NAS,Neonatal Abstinance Syndrome,*,0.9,Central Virginia,18,6.3,Southwest,209,15.4,Near Southwest,116,11.3,Central Virginia,42,5,Horizon Behavioral Health ,18,6.3,VSP Division 3,43,6,Virginia State,626,6.1
2015,51683,Manassas City,NAS,Neonatal Abstinance Syndrome,*,5.2,Prince William,22,2.9,Northern,68,2,Northern,124,3.2,Northern Virginia,73,2,Prince William County Community Services Board,22,2.9,VSP Division 7,68,2,Virginia State,626,6.1
2015,51685,Manassas Park,NAS,Neonatal Abstinance Syndrome,0,0,Prince William,22,2.9,Northern,68,2,Northern,124,3.2,Northern Virginia,73,2,Prince William County Community Services Board,22,2.9,VSP Division 7,68,2,Virginia State,626,6.1
2015,51690,Martinsville,NAS,Neonatal Abstinance Syndrome,5,19.2,West Piedmont,20,14.8,Southwest,209,15.4,Near Southwest,116,11.3,Roanoke Area,82,10.9,Piedmont Community Services,20,14.8,VSP Division 6,89,11.6,Virginia State,626,6.1
2015,51700,Newport News,NAS,Neonatal Abstinance Syndrome,12,4.3,Peninsula,19,4.4,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Hampton-Newport News Community Services Board,18,4.1,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51710,Norfolk,NAS,Neonatal Abstinance Syndrome,14,3.8,Norfolk,14,3.8,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Norfolk Community Services Board,14,3.8,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51720,Norton,NAS,Neonatal Abstinance Syndrome,*,58.8,Lenowisco,26,31.1,Southwest,209,15.4,Far Southwest,93,27.7,Southwest,116,27.2,Planning District One Behavioral Health Services,26,31.1,VSP Division 4,109,26.5,Virginia State,626,6.1
2015,51730,Petersburg,NAS,Neonatal Abstinance Syndrome,*,5.8,Crater,7,3.6,Central,99,6,Central,99,6,Richmond,89,5.7,District 19 Community Services Board,9,4.1,VSP Division 1,110,6.6,Virginia State,626,6.1
2015,51735,Poquoson,NAS,Neonatal Abstinance Syndrome,*,10.3,Peninsula,19,4.4,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Colonial Behavioral Health,7,4.6,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51740,Portsmouth,NAS,Neonatal Abstinance Syndrome,13,8.4,Portsmouth,13,8.4,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Portsmouth Department of Behavioral Healthcare Services,13,8.4,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51750,Radford,NAS,Neonatal Abstinance Syndrome,7,50.7,New River,34,21.1,Southwest,209,15.4,Near Southwest,116,11.3,Southwest,116,27.2,New River Valley Community Services,34,21.1,VSP Division 6,89,11.6,Virginia State,626,6.1
2015,51760,Richmond City,NAS,Neonatal Abstinance Syndrome,26,8.4,Richmond,26,8.4,Central,99,6,Central,99,6,Richmond,89,5.7,Richmond Behavioral Health Authority,26,8.4,VSP Division 1,110,6.6,Virginia State,626,6.1
2015,51770,Roanoke City,NAS,Neonatal Abstinance Syndrome,13,8.5,Roanoke,13,8.5,Southwest,209,15.4,Near Southwest,116,11.3,Roanoke Area,82,10.9,Blue Ridge Behavioral Healthcare,32,11.1,VSP Division 6,89,11.6,Virginia State,626,6.1
2015,51775,Salem,NAS,Neonatal Abstinance Syndrome,6,17.9,Alleghany,21,13.1,Southwest,209,15.4,Near Southwest,116,11.3,Roanoke Area,82,10.9,Blue Ridge Behavioral Healthcare,32,11.1,VSP Division 6,89,11.6,Virginia State,626,6.1
2015,51790,Staunton,NAS,Neonatal Abstinance Syndrome,5,13.5,Central Shenandoah,16,5.1,Northwest,148,10,Northwest,92,9.6,Central Virginia,42,5,Valley Community Services Board,11,8.4,VSP Division 3,43,6,Virginia State,626,6.1
2015,51800,Suffolk,NAS,Neonatal Abstinance Syndrome,*,0.9,Western Tidewater,5,2.8,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Western Tidewater Community Services Board,5,2.8,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51810,Virginia Beach,NAS,Neonatal Abstinance Syndrome,22,3.6,Virginia Beach,22,3.6,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Virginia Beach Community Services Board,22,3.6,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51820,Waynesboro,NAS,Neonatal Abstinance Syndrome,*,11.5,Central Shenandoah,16,5.1,Northwest,148,10,Northwest,92,9.6,Central Virginia,42,5,Valley Community Services Board,11,8.4,VSP Division 3,43,6,Virginia State,626,6.1
2015,51830,Williamsburg,NAS,Neonatal Abstinance Syndrome,0,0,Peninsula,19,4.4,Eastern,102,4.3,Eastern,102,4.3,Tidewater,101,4.3,Colonial Behavioral Health,7,4.6,VSP Division 5,99,4.2,Virginia State,626,6.1
2015,51840,Winchester,NAS,Neonatal Abstinance Syndrome,14,37.3,Lord Fairfax,54,20.5,Northwest,148,10,Northwest,92,9.6,Culpeper,123,15.5,Northwestern Community Services,54,20.5,VSP Division 2,108,11,Virginia State,626,6.1
2015,51001,Accomack,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Eastern Shore,0,0,Eastern,155,8.4,Eastern,155,8.4,Tidewater,153,8.4,Eastern Shore Community Services Board,0,0,VSP Division 5,153,8.4,Virginia State,471,5.6
2015,51003,Albemarle,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,0.9,Thomas Jefferson,5,2,Northwest,89,6.8,Northwest,47,5.4,Central Virginia,12,1.6,Region Ten Community Services Board,5,2,VSP Division 3,13,2,Virginia State,471,5.6
2015,51005,Alleghany,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,6.4,Alleghany,8,4.5,Southwest,36,2.7,Near Southwest,31,3.1,Roanoke Area,32,4.2,Alleghany Highlands Community Services Board,*,9.4,VSP Division 6,32,4.1,Virginia State,471,5.6
2015,51007,Amelia,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Piedmont,*,1.9,Central,113,7.9,Central,113,7.9,Richmond,111,8.4,Crossroads Community Services Board,*,1.9,VSP Division 1,113,8.1,Virginia State,471,5.6
2015,51009,Amherst,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Central Virginia,*,1.2,Southwest,36,2.7,Near Southwest,31,3.1,Central Virginia,12,1.6,Horizon Behavioral Health ,*,1.2,VSP Division 3,13,2,Virginia State,471,5.6
2015,51011,Appomattox,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Central Virginia,*,1.2,Southwest,36,2.7,Near Southwest,31,3.1,Central Virginia,12,1.6,Horizon Behavioral Health ,*,1.2,VSP Division 3,13,2,Virginia State,471,5.6
2015,51013,Arlington,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,1.7,Arlington,*,1.7,Northern,73,3,Northern,115,4,Northern Virginia,87,3.4,Arlington County Community Services Board,*,1.7,VSP Division 7,73,3,Virginia State,471,5.6
2015,51015,Augusta,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,1.3,Central Shenandoah,6,2,Northwest,89,6.8,Northwest,47,5.4,Central Virginia,12,1.6,Valley Community Services Board,*,3.3,VSP Division 3,13,2,Virginia State,471,5.6
2015,51017,Bath,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Central Shenandoah,6,2,Northwest,89,6.8,Northwest,47,5.4,Roanoke Area,32,4.2,Rockbridge Area Community Services,*,4.9,VSP Division 6,32,4.1,Virginia State,471,5.6
2015,51019,Bedford,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,1.3,Central Virginia,*,1.2,Southwest,36,2.7,Near Southwest,31,3.1,Roanoke Area,32,4.2,Horizon Behavioral Health ,*,1.2,VSP Division 6,32,4.1,Virginia State,471,5.6
2015,51021,Bland,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Mount Rogers,*,1,Southwest,36,2.7,Far Southwest,5,1.4,Southwest,5,1.1,Mount Rogers Community Services Board,*,0.8,VSP Division 4,5,1.1,Virginia State,471,5.6
2015,51023,Botetourt,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,3,Alleghany,8,4.5,Southwest,36,2.7,Near Southwest,31,3.1,Roanoke Area,32,4.2,Blue Ridge Behavioral Healthcare,20,7.7,VSP Division 6,32,4.1,Virginia State,471,5.6
2015,51025,Brunswick,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Southside,*,2.4,Central,113,7.9,Central,113,7.9,Richmond,111,8.4,Southside Community Services Board,*,2.4,VSP Division 5,153,8.4,Virginia State,471,5.6
2015,51027,Buchanan,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,4.4,Cumberland Plateau,*,1.8,Southwest,36,2.7,Far Southwest,5,1.4,Southwest,5,1.1,Cumberland Mountain Community Services,*,2.1,VSP Division 4,5,1.1,Virginia State,471,5.6
2015,51029,Buckingham,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Piedmont,*,1.9,Central,113,7.9,Central,113,7.9,Central Virginia,12,1.6,Crossroads Community Services Board,*,1.9,VSP Division 3,13,2,Virginia State,471,5.6
2015,51031,Campbell,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,1.8,Central Virginia,*,1.2,Southwest,36,2.7,Near Southwest,31,3.1,Central Virginia,12,1.6,Horizon Behavioral Health ,*,1.2,VSP Division 3,13,2,Virginia State,471,5.6
2015,51033,Caroline,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Rappahannock,33,9.3,Northwest,89,6.8,Northern,115,4,Culpeper,66,9.8,Rappahannock Area Community Services Board,33,9.3,VSP Division 1,113,8.1,Virginia State,471,5.6
2015,51035,Carroll,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Mount Rogers,*,1,Southwest,36,2.7,Near Southwest,31,3.1,Southwest,5,1.1,Mount Rogers Community Services Board,*,0.8,VSP Division 4,5,1.1,Virginia State,471,5.6
2015,51036,Charles City,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,14.2,Chickahominy,7,4.6,Central,113,7.9,Central,113,7.9,Richmond,111,8.4,Henrico Area Mental Health and Developmental Services,30,8.5,VSP Division 1,113,8.1,Virginia State,471,5.6
2015,51037,Charlotte,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Piedmont,*,1.9,Central,113,7.9,Central,113,7.9,Central Virginia,12,1.6,Crossroads Community Services Board,*,1.9,VSP Division 3,13,2,Virginia State,471,5.6
2015,51041,Chesterfield,OD Death,Fatal Fentanyl and/or Heroin Overdose,23,6.9,Chesterfield,24,6.3,Central,113,7.9,Central,113,7.9,Richmond,111,8.4,Chesterfield Community Services Board,23,6.9,VSP Division 1,113,8.1,Virginia State,471,5.6
2015,51043,Clarke,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,7,Lord Fairfax,25,10.8,Northwest,89,6.8,Northwest,47,5.4,Culpeper,66,9.8,Northwestern Community Services,25,10.8,VSP Division 2,77,9.2,Virginia State,471,5.6
2015,51045,Craig,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Alleghany,8,4.5,Southwest,36,2.7,Near Southwest,31,3.1,Roanoke Area,32,4.2,Blue Ridge Behavioral Healthcare,20,7.7,VSP Division 6,32,4.1,Virginia State,471,5.6
2015,51047,Culpeper,OD Death,Fatal Fentanyl and/or Heroin Overdose,7,14.2,Rappahannock Rapidan,20,11.5,Northwest,89,6.8,Northwest,47,5.4,Culpeper,66,9.8,Rappahannock-Rapidan Community Services Board,20,11.5,VSP Division 2,77,9.2,Virginia State,471,5.6
2015,51049,Cumberland,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,10.3,Piedmont,*,1.9,Central,113,7.9,Central,113,7.9,Central Virginia,12,1.6,Crossroads Community Services Board,*,1.9,VSP Division 3,13,2,Virginia State,471,5.6
2015,51051,Dickenson,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Cumberland Plateau,*,1.8,Southwest,36,2.7,Far Southwest,5,1.4,Southwest,5,1.1,Dickenson County Behavioral Health Services,0,0,VSP Division 4,5,1.1,Virginia State,471,5.6
2015,51053,Dinwiddie,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,3.6,Crater,8,5.1,Central,113,7.9,Central,113,7.9,Richmond,111,8.4,District 19 Community Services Board,8,4.6,VSP Division 1,113,8.1,Virginia State,471,5.6
2015,51057,Essex,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Three Rivers,12,8.5,Eastern,155,8.4,Eastern,155,8.4,Richmond,111,8.4,Middle Peninsula-Northern Neck Community Services Board,12,8.5,VSP Division 1,113,8.1,Virginia State,471,5.6
2015,51059,Fairfax,OD Death,Fatal Fentanyl and/or Heroin Overdose,38,3.3,Fairfax,40,3.4,Northern,73,3,Northern,115,4,Northern Virginia,87,3.4,Fairfax- Falls Church Community Services Board,40,3.4,VSP Division 7,73,3,Virginia State,471,5.6
2015,51061,Fauquier,OD Death,Fatal Fentanyl and/or Heroin Overdose,9,13.1,Rappahannock Rapidan,20,11.5,Northwest,89,6.8,Northern,115,4,Culpeper,66,9.8,Rappahannock-Rapidan Community Services Board,20,11.5,VSP Division 2,77,9.2,Virginia State,471,5.6
2015,51063,Floyd,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,New River,0,0,Southwest,36,2.7,Near Southwest,31,3.1,Roanoke Area,32,4.2,New River Valley Community Services,0,0,VSP Division 6,32,4.1,Virginia State,471,5.6
2015,51065,Fluvanna,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Thomas Jefferson,5,2,Northwest,89,6.8,Northwest,47,5.4,Central Virginia,12,1.6,Region Ten Community Services Board,5,2,VSP Division 3,13,2,Virginia State,471,5.6
2015,51067,Franklin County,OD Death,Fatal Fentanyl and/or Heroin Overdose,*,1.8,West Piedmont,*,2.1,Southwest,36,2.7,Near Southwest,31,3.1,Roanoke Area,32,4.2,Piedmont Community Services,*,2.1,VSP Division 6,32,4.1,Virginia State,471,5.6
2015,51069,Frederick,OD Death,Fatal Fentanyl and/or Heroin Overdose,8,9.6,Lord Fairfax,25,10.8,Northwest,89,6.8,Northwest,47,5.4,Culpeper,66,9.8,Northwestern Community Services,25,10.8,VSP Division 2,77,9.2,Virginia State,471,5.6
