,Year,County,Drug,DeathByYear,Rate,GEOID
9071,2008,Patrick County,All Drugs,2,10.61,51141
9072,2008,Petersburg City,All Drugs,6,18.23,51730
9073,2008,Pittsylvania County,All Drugs,9,14.72,51143
9074,2008,Poquoson City,All Drugs,1,8.45,51735
9075,2008,Portsmouth City,All Drugs,10,9.94,51740
9076,2008,Powhatan County,All Drugs,0,0,51145
9077,2008,Prince Edward County,All Drugs,0,0,51147
9078,2008,Prince George County,All Drugs,5,13.85,51149
9079,2008,Prince William County,All Drugs,18,4.94,51153
9080,2008,Pulaski County,All Drugs,11,31.44,51155
9081,2008,Radford City,All Drugs,4,24.81,51750
9082,2008,Rappahannock County,All Drugs,0,0,51157
9083,2008,Richmond City,All Drugs,30,14.85,51760
9084,2008,Richmond County,All Drugs,0,0,51760
9085,2008,Roanoke City,All Drugs,14,15.06,51770
9086,2008,Roanoke County,All Drugs,10,11.01,51770
9087,2008,Rockbridge County,All Drugs,2,9.27,51163
9088,2008,Rockingham County,All Drugs,3,4.03,51165
9089,2008,Russell County,All Drugs,7,24.28,51167
9090,2008,Salem City,All Drugs,6,23.58,51775
9091,2008,Scott County,All Drugs,5,21.88,51169
9092,2008,Shenandoah County,All Drugs,7,17.17,51171
9093,2008,Smyth County,All Drugs,5,15.67,51173
9094,2008,Southampton County,All Drugs,3,16.23,51175
9095,2008,Spotsylvania County,All Drugs,14,11.66,51177
9096,2008,Stafford County,All Drugs,6,4.93,51179
9097,2008,Staunton City,All Drugs,5,20.86,51790
9098,2008,Suffolk City,All Drugs,6,7.29,51800
9099,2008,Surry County,All Drugs,0,0,51181
9100,2008,Sussex County,All Drugs,1,8.23,51183
9101,2008,Tazewell County,All Drugs,10,22.84,51185
9102,2008,Virginia Beach City,All Drugs,36,8.3,51810
9103,2008,Warren County,All Drugs,5,13.64,51187
9104,2008,Washington County,All Drugs,11,20.74,51191
9105,2008,Waynesboro City,All Drugs,0,0,51820
9106,2008,Westmoreland County,All Drugs,1,5.73,51193
9107,2008,Williamsburg City,All Drugs,0,0,51830
9108,2008,Winchester City,All Drugs,5,19.31,51840
9109,2008,Wise County,All Drugs,9,21.58,51195
9110,2008,Wythe County,All Drugs,10,34.76,51197
9111,2008,York County,All Drugs,8,13.11,51199
9112,2009,Accomack County,All Drugs,2,5.2,51001
9113,2009,Albemarle County,All Drugs,6,6.32,51003
9114,2009,Alexandria City,All Drugs,17,11.33,51510
9115,2009,Alleghany County,All Drugs,1,6.16,51005
9116,2009,Amelia County,All Drugs,0,0,51007
9117,2009,Amherst County,All Drugs,1,3.08,51009
9118,2009,Appomattox County,All Drugs,1,6.87,51011
9119,2009,Arlington County,All Drugs,11,5.06,51013
9120,2009,Augusta County,All Drugs,16,22.22,51015
9121,2009,Bath County,All Drugs,0,0,51017
9122,2009,Bedford City,All Drugs,0,0,51019
9123,2009,Bedford County,All Drugs,4,5.96,51019
9124,2009,Bland County,All Drugs,2,29.45,51021
9125,2009,Botetourt County,All Drugs,2,6.14,51023
9126,2009,Bristol City,All Drugs,3,16.96,51520
9127,2009,Brunswick County,All Drugs,0,0,51025
9128,2009,Buchanan County,All Drugs,5,21.87,51027
9129,2009,Buckingham County,All Drugs,0,0,51029
9130,2009,Buena Vista City,All Drugs,1,16.07,51530
9131,2009,Campbell County,All Drugs,6,11.33,51031
9132,2009,Caroline County,All Drugs,2,7.18,51033
9133,2009,Carroll County,All Drugs,7,24.11,51035
9134,2009,Charles City County,All Drugs,2,27.71,51036
9135,2009,Charlotte County,All Drugs,2,16.61,51037
9136,2009,Charlottesville City,All Drugs,4,9.47,51540
9137,2009,Chesapeake City,All Drugs,20,8.99,51550
9138,2009,Chesterfield County,All Drugs,21,6.85,51041
9139,2009,Clarke County,All Drugs,0,0,51043
9140,2009,Colonial Heights City,All Drugs,1,5.61,51570
9141,2009,Covington City,All Drugs,1,16.26,51580
9142,2009,Craig County,All Drugs,2,40.25,51045
9143,2009,Culpeper County,All Drugs,3,6.45,51047
9144,2009,Cumberland County,All Drugs,0,0,51049
9145,2009,Danville City,All Drugs,5,11.26,51590
9146,2009,Dickenson County,All Drugs,3,18.65,51051
9147,2009,Dinwiddie County,All Drugs,2,7.59,51053
9148,2009,Emporia City,All Drugs,0,0,51595
9149,2009,Essex County,All Drugs,1,8.94,51057
9150,2009,Fairfax City,All Drugs,3,12.16,51600
9151,2009,Fairfax County,All Drugs,42,4.05,51059
9152,2009,Falls Church City,All Drugs,0,0,51610
9153,2009,Fauquier County,All Drugs,6,8.82,51061
9154,2009,Floyd County,All Drugs,1,6.66,51063
9155,2009,Fluvanna County,All Drugs,1,3.89,51065
9156,2009,Franklin City,All Drugs,1,11.35,51620
9157,2009,Franklin County,All Drugs,8,15.41,51620
9158,2009,Frederick County,All Drugs,9,12,51069
9159,2009,Fredericksburg City,All Drugs,2,8.62,51630
9160,2009,Galax City,All Drugs,0,0,51640
9161,2009,Giles County,All Drugs,3,17.28,51071
9162,2009,Gloucester County,All Drugs,4,10.21,51073
9163,2009,Goochland County,All Drugs,6,28.15,51075
9164,2009,Grayson County,All Drugs,1,6.33,51077
9165,2009,Greene County,All Drugs,0,0,51079
9166,2009,Greensville County,All Drugs,0,0,51081
9167,2009,Halifax County,All Drugs,3,8.51,51083
9168,2009,Hampton City,All Drugs,9,6.24,51650
9169,2009,Hanover County,All Drugs,2,2,51085
9170,2009,Harrisonburg City,All Drugs,2,4.43,51660
9171,2009,Henrico County,All Drugs,29,9.78,51087
9172,2009,Henry County,All Drugs,16,29.15,51089
9173,2009,Highland County,All Drugs,0,0,51091
9174,2009,Hopewell City,All Drugs,5,21.62,51670
9175,2009,Isle of Wight County,All Drugs,3,8.36,51093
9176,2009,James City County,All Drugs,4,6.28,51095
9177,2009,King and Queen County,All Drugs,2,29.43,51097
9178,2009,King George County,All Drugs,2,8.49,51099
9179,2009,King William County,All Drugs,4,24.65,51101
9180,2009,Lancaster County,All Drugs,0,0,51103
9181,2009,Lee County,All Drugs,3,11.92,51105
9182,2009,Lexington City,All Drugs,1,14.49,51678
9183,2009,Loudoun County,All Drugs,8,2.66,51107
9184,2009,Louisa County,All Drugs,4,12.09,51109
9185,2009,Lunenburg County,All Drugs,0,0,51111
9186,2009,Lynchburg City,All Drugs,1,1.35,51680
9187,2009,Madison County,All Drugs,1,7.3,51113
9188,2009,Manassas City,All Drugs,4,10.95,51683
9189,2009,Manassas Park City,All Drugs,1,8.3,51685
9190,2009,Martinsville City,All Drugs,2,13.67,51690
9191,2009,Mathews County,All Drugs,1,11.13,51115
9192,2009,Mecklenburg County,All Drugs,4,12.51,51117
9193,2009,Middlesex County,All Drugs,0,0,51119
9194,2009,Montgomery County,All Drugs,13,14.28,51121
9195,2009,Nelson County,All Drugs,2,12.91,51125
9196,2009,New Kent County,All Drugs,0,0,51127
9197,2009,Newport News City,All Drugs,22,11.39,51700
9198,2009,Norfolk City,All Drugs,18,7.71,51710
9199,2009,Northampton County,All Drugs,0,0,51131
9200,2009,Northumberland County,All Drugs,0,0,51133
9201,2009,Norton City,All Drugs,0,0,51720
9202,2009,Nottoway County,All Drugs,2,12.56,51135
9203,2009,Orange County,All Drugs,2,5.95,51137
9204,2009,Page County,All Drugs,4,16.62,51139
9205,2009,Patrick County,All Drugs,5,26.83,51141
9206,2009,Petersburg City,All Drugs,6,18.19,51730
9207,2009,Pittsylvania County,All Drugs,2,3.26,51143
9208,2009,Poquoson City,All Drugs,0,0,51735
9209,2009,Portsmouth City,All Drugs,12,12.08,51740
9210,2009,Powhatan County,All Drugs,3,10.73,51145
9211,2009,Prince Edward County,All Drugs,2,8.94,51147
9212,2009,Prince George County,All Drugs,4,10.78,51149
9213,2009,Prince William County,All Drugs,32,8.44,51153
9214,2009,Pulaski County,All Drugs,13,37.12,51155
9215,2009,Radford City,All Drugs,4,24.72,51750
9216,2009,Rappahannock County,All Drugs,2,28.43,51157
9217,2009,Richmond City,All Drugs,32,15.65,51760
9218,2009,Richmond County,All Drugs,0,0,51760
9219,2009,Roanoke City,All Drugs,21,22.23,51770
9220,2009,Roanoke County,All Drugs,5,5.49,51770
9221,2009,Rockbridge County,All Drugs,2,9.39,51163
9222,2009,Rockingham County,All Drugs,3,3.99,51165
9223,2009,Russell County,All Drugs,6,20.51,51167
9224,2009,Salem City,All Drugs,4,15.71,51775
9225,2009,Scott County,All Drugs,4,17.71,51169
9226,2009,Shenandoah County,All Drugs,4,9.75,51171
9227,2009,Smyth County,All Drugs,5,15.75,51173
9228,2009,Southampton County,All Drugs,0,0,51175
9229,2009,Spotsylvania County,All Drugs,6,4.96,51177
9230,2009,Stafford County,All Drugs,11,8.86,51179
9231,2009,Staunton City,All Drugs,3,12.56,51790
9232,2009,Suffolk City,All Drugs,2,2.39,51800
9233,2009,Surry County,All Drugs,2,28.22,51181
9234,2009,Sussex County,All Drugs,3,24.76,51183
9235,2009,Tazewell County,All Drugs,11,24.5,51185
9236,2009,Virginia Beach City,All Drugs,44,10.15,51810
9237,2009,Warren County,All Drugs,4,10.9,51187
9238,2009,Washington County,All Drugs,7,13.2,51191
9239,2009,Waynesboro City,All Drugs,5,22.48,51820
9240,2009,Westmoreland County,All Drugs,0,0,51193
9241,2009,Williamsburg City,All Drugs,0,0,51830
9242,2009,Winchester City,All Drugs,5,19,51840
9243,2009,Wise County,All Drugs,10,23.94,51195
9244,2009,Wythe County,All Drugs,7,24.25,51197
9245,2009,York County,All Drugs,1,1.64,51199
9246,2010,Accomack County,All Drugs,1,3.02,51001
9247,2010,Albemarle County,All Drugs,6,6.06,51003
9248,2010,Alexandria City,All Drugs,7,5,51510
9249,2010,Alleghany County,All Drugs,2,12.31,51005
9250,2010,Amelia County,All Drugs,1,7.88,51007
9251,2010,Amherst County,All Drugs,3,9.27,51009
9252,2010,Appomattox County,All Drugs,0,0,51011
9253,2010,Arlington County,All Drugs,10,4.82,51013
9254,2010,Augusta County,All Drugs,10,13.56,51015
9255,2010,Bath County,All Drugs,0,0,51017
9256,2010,Bedford City,All Drugs,2,32.14,51019
9257,2010,Bedford County,All Drugs,12,17.47,51019
9258,2010,Bland County,All Drugs,2,29.31,51021
9259,2010,Botetourt County,All Drugs,2,6.03,51023
9260,2010,Bristol City,All Drugs,2,11.21,51520
9261,2010,Brunswick County,All Drugs,2,11.47,51025
9262,2010,Buchanan County,All Drugs,14,58.1,51027
9263,2010,Buckingham County,All Drugs,0,0,51029
9264,2010,Buena Vista City,All Drugs,0,0,51530
9265,2010,Campbell County,All Drugs,3,5.47,51031
9266,2010,Caroline County,All Drugs,1,3.5,51033
9267,2010,Carroll County,All Drugs,1,3.33,51035
9268,2010,Charles City County,All Drugs,0,0,51036
9269,2010,Charlotte County,All Drugs,1,7.95,51037
9270,2010,Charlottesville City,All Drugs,5,11.5,51540
9271,2010,Chesapeake City,All Drugs,16,7.2,51550
9272,2010,Chesterfield County,All Drugs,22,6.96,51041
9273,2010,Clarke County,All Drugs,2,14.25,51043
9274,2010,Colonial Heights City,All Drugs,0,0,51570
9275,2010,Covington City,All Drugs,0,0,51580
9276,2010,Craig County,All Drugs,2,38.54,51045
9277,2010,Culpeper County,All Drugs,3,6.43,51047
9278,2010,Cumberland County,All Drugs,0,0,51049
9279,2010,Danville City,All Drugs,7,16.26,51590
9280,2010,Dickenson County,All Drugs,7,44.02,51051
9281,2010,Dinwiddie County,All Drugs,1,3.57,51053
9282,2010,Emporia City,All Drugs,0,0,51595
9283,2010,Essex County,All Drugs,1,8.97,51057
9284,2010,Fairfax City,All Drugs,2,8.86,51600
9285,2010,Fairfax County,All Drugs,37,3.42,51059
9286,2010,Falls Church City,All Drugs,1,8.11,51610
9287,2010,Fauquier County,All Drugs,9,13.8,51061
9288,2010,Floyd County,All Drugs,2,13.09,51063
9289,2010,Fluvanna County,All Drugs,1,3.89,51065
9290,2010,Franklin City,All Drugs,1,11.65,51620
9291,2010,Franklin County,All Drugs,7,12.46,51620
9292,2010,Frederick County,All Drugs,6,7.66,51069
9293,2010,Fredericksburg City,All Drugs,4,16.47,51630
9294,2010,Galax City,All Drugs,0,0,51640
9295,2010,Giles County,All Drugs,3,17.36,51071
9296,2010,Gloucester County,All Drugs,3,8.14,51073
9297,2010,Goochland County,All Drugs,4,18.42,51075
9298,2010,Grayson County,All Drugs,1,6.44,51077
9299,2010,Greene County,All Drugs,3,16.3,51079
9300,2010,Greensville County,All Drugs,4,32.67,51081
9301,2010,Halifax County,All Drugs,3,8.28,51083
9302,2010,Hampton City,All Drugs,15,10.91,51650
9303,2010,Hanover County,All Drugs,4,4.01,51085
9304,2010,Harrisonburg City,All Drugs,4,8.18,51660
9305,2010,Henrico County,All Drugs,25,8.15,51087
9306,2010,Henry County,All Drugs,10,18.47,51089
9307,2010,Highland County,All Drugs,1,43.08,51091
9308,2010,Hopewell City,All Drugs,4,17.71,51670
9309,2010,Isle of Wight County,All Drugs,2,5.67,51093
9310,2010,James City County,All Drugs,3,4.48,51095
9311,2010,King and Queen County,All Drugs,0,0,51097
9312,2010,King George County,All Drugs,2,8.48,51099
9313,2010,King William County,All Drugs,0,0,51101
9314,2010,Lancaster County,All Drugs,0,0,51103
9315,2010,Lee County,All Drugs,1,3.91,51105
9316,2010,Lexington City,All Drugs,1,14.2,51678
9317,2010,Loudoun County,All Drugs,10,3.2,51107
9318,2010,Louisa County,All Drugs,6,18.1,51109
9319,2010,Lunenburg County,All Drugs,0,0,51111
9320,2010,Lynchburg City,All Drugs,6,7.94,51680
9321,2010,Madison County,All Drugs,1,7.51,51113
9322,2010,Manassas City,All Drugs,1,2.64,51683
9323,2010,Manassas Park City,All Drugs,1,7.01,51685
9324,2010,Martinsville City,All Drugs,2,14.47,51690
9325,2010,Mathews County,All Drugs,0,0,51115
9326,2010,Mecklenburg County,All Drugs,2,6.11,51117
9327,2010,Middlesex County,All Drugs,0,0,51119
9328,2010,Montgomery County,All Drugs,8,8.48,51121
9329,2010,Nelson County,All Drugs,0,0,51125
9330,2010,New Kent County,All Drugs,2,10.85,51127
9331,2010,Newport News City,All Drugs,16,8.85,51700
9332,2010,Norfolk City,All Drugs,19,7.83,51710
9333,2010,Northampton County,All Drugs,0,0,51131
9334,2010,Northumberland County,All Drugs,1,8.11,51133
9335,2010,Norton City,All Drugs,1,25.27,51720
9336,2010,Nottoway County,All Drugs,0,0,51135
9337,2010,Orange County,All Drugs,4,11.95,51137
9338,2010,Page County,All Drugs,3,12.48,51139
9339,2010,Patrick County,All Drugs,2,10.82,51141
9340,2010,Petersburg City,All Drugs,1,3.08,51730
9341,2010,Pittsylvania County,All Drugs,5,7.87,51143
9342,2010,Poquoson City,All Drugs,0,0,51735
9343,2010,Portsmouth City,All Drugs,10,10.47,51740
9344,2010,Powhatan County,All Drugs,0,0,51145
9345,2010,Prince Edward County,All Drugs,1,4.28,51147
9346,2010,Prince George County,All Drugs,1,2.8,51149
9347,2010,Prince William County,All Drugs,29,7.21,51153
9348,2010,Pulaski County,All Drugs,12,34.41,51155
9349,2010,Radford City,All Drugs,5,30.47,51750
9350,2010,Rappahannock County,All Drugs,1,13.56,51157
9351,2010,Richmond City,All Drugs,23,11.26,51760
9352,2010,Richmond County,All Drugs,0,0,51760
9353,2010,Roanoke City,All Drugs,20,20.61,51770
9354,2010,Roanoke County,All Drugs,11,11.91,51770
9355,2010,Rockbridge County,All Drugs,5,22.41,51163
9356,2010,Rockingham County,All Drugs,1,1.31,51165
9357,2010,Russell County,All Drugs,12,41.53,51167
9358,2010,Salem City,All Drugs,4,16.13,51775
9359,2010,Scott County,All Drugs,2,8.63,51169
9360,2010,Shenandoah County,All Drugs,4,9.53,51171
9361,2010,Smyth County,All Drugs,8,24.84,51173
9362,2010,Southampton County,All Drugs,2,10.77,51175
9363,2010,Spotsylvania County,All Drugs,12,9.8,51177
9364,2010,Stafford County,All Drugs,6,4.65,51179
9365,2010,Staunton City,All Drugs,2,8.42,51790
9366,2010,Suffolk City,All Drugs,5,5.91,51800
9367,2010,Surry County,All Drugs,1,14.17,51181
9368,2010,Sussex County,All Drugs,1,8.27,51183
9369,2010,Tazewell County,All Drugs,14,31.06,51185
9370,2010,Virginia Beach City,All Drugs,28,6.39,51810
9371,2010,Warren County,All Drugs,8,21.29,51187
9372,2010,Washington County,All Drugs,10,18.22,51191
9373,2010,Waynesboro City,All Drugs,4,19.04,51820
9374,2010,Westmoreland County,All Drugs,2,11.46,51193
9375,2010,Williamsburg City,All Drugs,3,21.32,51830
9376,2010,Winchester City,All Drugs,6,22.9,51840
9377,2010,Wise County,All Drugs,16,38.6,51195
9378,2010,Wythe County,All Drugs,5,17.1,51197
9379,2010,York County,All Drugs,5,7.64,51199
9380,2011,Accomack County,All Drugs,4,12,51001
9381,2011,Albemarle County,All Drugs,4,3.98,51003
9382,2011,Alexandria City,All Drugs,12,8.32,51510
9383,2011,Alleghany County,All Drugs,0,0,51005
9384,2011,Amelia County,All Drugs,0,0,51007
9385,2011,Amherst County,All Drugs,3,9.33,51009
9386,2011,Appomattox County,All Drugs,1,6.65,51011
9387,2011,Arlington County,All Drugs,9,4.17,51013
9388,2011,Augusta County,All Drugs,12,16.32,51015
9389,2011,Bath County,All Drugs,1,21.47,51017
9390,2011,Bedford City,All Drugs,0,0,51019
9391,2011,Bedford County,All Drugs,7,10.11,51019
9392,2011,Bland County,All Drugs,4,58.67,51021
9393,2011,Botetourt County,All Drugs,3,9.11,51023
9394,2011,Bristol City,All Drugs,3,16.9,51520
9395,2011,Brunswick County,All Drugs,0,0,51025
9396,2011,Buchanan County,All Drugs,8,33.93,51027
9397,2011,Buckingham County,All Drugs,0,0,51029
9398,2011,Buena Vista City,All Drugs,1,15.07,51530
9399,2011,Campbell County,All Drugs,3,5.45,51031
9400,2011,Caroline County,All Drugs,2,6.97,51033
9401,2011,Carroll County,All Drugs,2,6.67,51035
9402,2011,Charles City County,All Drugs,2,27.62,51036
9403,2011,Charlotte County,All Drugs,1,8,51037
9404,2011,Charlottesville City,All Drugs,1,2.3,51540
9405,2011,Chesapeake City,All Drugs,19,8.44,51550
9406,2011,Chesterfield County,All Drugs,26,8.12,51041
9407,2011,Clarke County,All Drugs,1,7.01,51043
9408,2011,Colonial Heights City,All Drugs,4,22.94,51570
9409,2011,Covington City,All Drugs,1,16.84,51580
9410,2011,Craig County,All Drugs,0,0,51045
9411,2011,Culpeper County,All Drugs,3,6.32,51047
9412,2011,Cumberland County,All Drugs,0,0,51049
9413,2011,Danville City,All Drugs,8,18.67,51590
9414,2011,Dickenson County,All Drugs,8,50.82,51051
9415,2011,Dinwiddie County,All Drugs,2,7.16,51053
9416,2011,Emporia City,All Drugs,0,0,51595
9417,2011,Essex County,All Drugs,2,17.85,51057
9418,2011,Fairfax City,All Drugs,0,0,51600
9419,2011,Fairfax County,All Drugs,56,5.09,51059
9420,2011,Falls Church City,All Drugs,2,15.69,51610
9421,2011,Fauquier County,All Drugs,9,13.62,51061
9422,2011,Floyd County,All Drugs,1,6.5,51063
9423,2011,Fluvanna County,All Drugs,0,0,51065
9424,2011,Franklin City,All Drugs,0,0,51620
9425,2011,Franklin County,All Drugs,13,23.04,51620
9426,2011,Frederick County,All Drugs,12,15.06,51069
9427,2011,Fredericksburg City,All Drugs,4,15.57,51630
9428,2011,Galax City,All Drugs,2,28.64,51640
9429,2011,Giles County,All Drugs,3,17.52,51071
9430,2011,Gloucester County,All Drugs,3,8.13,51073
9431,2011,Goochland County,All Drugs,2,9.14,51075
9432,2011,Grayson County,All Drugs,3,19.57,51077
9433,2011,Greene County,All Drugs,2,10.72,51079
9434,2011,Greensville County,All Drugs,0,0,51081
9435,2011,Halifax County,All Drugs,2,5.55,51083
9436,2011,Hampton City,All Drugs,12,8.8,51650
9437,2011,Hanover County,All Drugs,8,7.97,51085
9438,2011,Harrisonburg City,All Drugs,2,4,51660
9439,2011,Henrico County,All Drugs,32,10.31,51087
9440,2011,Henry County,All Drugs,13,24.19,51089
9441,2011,Highland County,All Drugs,0,0,51091
9442,2011,Hopewell City,All Drugs,1,4.43,51670
9443,2011,Isle of Wight County,All Drugs,1,2.83,51093
9444,2011,James City County,All Drugs,3,4.4,51095
9445,2011,King and Queen County,All Drugs,0,0,51097
9446,2011,King George County,All Drugs,3,12.42,51099
9447,2011,King William County,All Drugs,1,6.26,51101
9448,2011,Lancaster County,All Drugs,1,8.86,51103
9449,2011,Lee County,All Drugs,5,19.88,51105
9450,2011,Lexington City,All Drugs,1,14.3,51678
9451,2011,Loudoun County,All Drugs,18,5.53,51107
9452,2011,Louisa County,All Drugs,1,2.99,51109
9453,2011,Lunenburg County,All Drugs,0,0,51111
9454,2011,Lynchburg City,All Drugs,3,3.92,51680
9455,2011,Madison County,All Drugs,3,22.78,51113
9456,2011,Manassas City,All Drugs,4,10.18,51683
9457,2011,Manassas Park City,All Drugs,1,6.52,51685
9458,2011,Martinsville City,All Drugs,1,7.38,51690
9459,2011,Mathews County,All Drugs,1,11.16,51115
9460,2011,Mecklenburg County,All Drugs,3,9.2,51117
9461,2011,Middlesex County,All Drugs,2,18.43,51119
9462,2011,Montgomery County,All Drugs,15,15.9,51121
9463,2011,Nelson County,All Drugs,1,6.62,51125
9464,2011,New Kent County,All Drugs,1,5.31,51127
9465,2011,Newport News City,All Drugs,17,9.46,51700
9466,2011,Norfolk City,All Drugs,31,12.78,51710
9467,2011,Northampton County,All Drugs,0,0,51131
9468,2011,Northumberland County,All Drugs,0,0,51133
9469,2011,Norton City,All Drugs,0,0,51720
9470,2011,Nottoway County,All Drugs,1,6.31,51135
9471,2011,Orange County,All Drugs,5,14.73,51137
9472,2011,Page County,All Drugs,9,37.57,51139
9473,2011,Patrick County,All Drugs,1,5.44,51141
9474,2011,Petersburg City,All Drugs,2,6.19,51730
9475,2011,Pittsylvania County,All Drugs,7,11.14,51143
9476,2011,Poquoson City,All Drugs,0,0,51735
9477,2011,Portsmouth City,All Drugs,14,14.63,51740
9478,2011,Powhatan County,All Drugs,3,10.67,51145
9479,2011,Prince Edward County,All Drugs,1,4.28,51147
9480,2011,Prince George County,All Drugs,2,5.47,51149
9481,2011,Prince William County,All Drugs,35,8.35,51153
9482,2011,Pulaski County,All Drugs,11,31.79,51155
9483,2011,Radford City,All Drugs,1,6.09,51750
9484,2011,Rappahannock County,All Drugs,2,26.87,51157
9485,2011,Richmond City,All Drugs,39,18.98,51760
9486,2011,Richmond County,All Drugs,1,10.85,51760
9487,2011,Roanoke City,All Drugs,19,19.65,51770
9488,2011,Roanoke County,All Drugs,7,7.55,51770
9489,2011,Rockbridge County,All Drugs,3,13.41,51163
9490,2011,Rockingham County,All Drugs,6,7.83,51165
9491,2011,Russell County,All Drugs,13,45.22,51167
9492,2011,Salem City,All Drugs,4,16.02,51775
9493,2011,Scott County,All Drugs,3,12.97,51169
9494,2011,Shenandoah County,All Drugs,5,11.82,51171
9495,2011,Smyth County,All Drugs,7,21.86,51173
9496,2011,Southampton County,All Drugs,0,0,51175
9497,2011,Spotsylvania County,All Drugs,10,8.04,51177
9498,2011,Stafford County,All Drugs,5,3.78,51179
9499,2011,Staunton City,All Drugs,4,16.83,51790
9500,2011,Suffolk City,All Drugs,5,5.89,51800
9501,2011,Surry County,All Drugs,0,0,51181
9502,2011,Sussex County,All Drugs,1,8.27,51183
9503,2011,Tazewell County,All Drugs,23,51.44,51185
9504,2011,Virginia Beach City,All Drugs,41,9.26,51810
9505,2011,Warren County,All Drugs,7,18.54,51187
9506,2011,Washington County,All Drugs,15,27.36,51191
9507,2011,Waynesboro City,All Drugs,1,4.69,51820
9508,2011,Westmoreland County,All Drugs,1,5.68,51193
9509,2011,Williamsburg City,All Drugs,2,13.85,51830
9510,2011,Winchester City,All Drugs,7,26.33,51840
9511,2011,Wise County,All Drugs,14,33.68,51195
9512,2011,Wythe County,All Drugs,4,13.7,51197
9513,2011,York County,All Drugs,7,10.58,51199
9514,2012,Accomack County,All Drugs,5,15,51001
9515,2012,Albemarle County,All Drugs,6,5.87,51003
9516,2012,Alexandria City,All Drugs,10,6.84,51510
9517,2012,Alleghany County,All Drugs,4,24.65,51005
9518,2012,Amelia County,All Drugs,3,23.51,51007
9519,2012,Amherst County,All Drugs,4,12.35,51009
9520,2012,Appomattox County,All Drugs,0,0,51011
9521,2012,Arlington County,All Drugs,16,7.24,51013
9522,2012,Augusta County,All Drugs,14,19.01,51015
9523,2012,Bath County,All Drugs,1,21.5,51017
9524,2012,Bedford City,All Drugs,0,0,51019
9525,2012,Bedford County,All Drugs,7,10.06,51019
9526,2012,Bland County,All Drugs,0,0,51021
9527,2012,Botetourt County,All Drugs,4,12.06,51023
9528,2012,Bristol City,All Drugs,7,39.63,51520
9529,2012,Brunswick County,All Drugs,1,5.88,51025
9530,2012,Buchanan County,All Drugs,12,50.3,51027
9531,2012,Buckingham County,All Drugs,0,0,51029
9532,2012,Buena Vista City,All Drugs,2,29.82,51530
9533,2012,Campbell County,All Drugs,2,3.63,51031
9534,2012,Caroline County,All Drugs,0,0,51033
9535,2012,Carroll County,All Drugs,6,20.1,51035
9536,2012,Charles City County,All Drugs,1,13.97,51036
9537,2012,Charlotte County,All Drugs,1,8.06,51037
9538,2012,Charlottesville City,All Drugs,4,9.1,51540
9539,2012,Chesapeake City,All Drugs,13,5.69,51550
9540,2012,Chesterfield County,All Drugs,22,6.79,51041
9541,2012,Clarke County,All Drugs,1,6.98,51043
9542,2012,Colonial Heights City,All Drugs,1,5.72,51570
9543,2012,Covington City,All Drugs,0,0,51580
9544,2012,Craig County,All Drugs,0,0,51045
9545,2012,Culpeper County,All Drugs,3,6.26,51047
9546,2012,Cumberland County,All Drugs,2,20.31,51049
9547,2012,Danville City,All Drugs,3,6.98,51590
9548,2012,Dickenson County,All Drugs,6,38.24,51051
9549,2012,Dinwiddie County,All Drugs,0,0,51053
9550,2012,Emporia City,All Drugs,0,0,51595
9551,2012,Essex County,All Drugs,0,0,51057
9552,2012,Fairfax City,All Drugs,3,12.79,51600
9553,2012,Fairfax County,All Drugs,61,5.45,51059
9554,2012,Falls Church City,All Drugs,0,0,51610
9555,2012,Fauquier County,All Drugs,7,10.52,51061
9556,2012,Floyd County,All Drugs,1,6.5,51063
9557,2012,Fluvanna County,All Drugs,0,0,51065
9558,2012,Franklin City,All Drugs,0,0,51620
9559,2012,Franklin County,All Drugs,11,19.5,51620
9560,2012,Frederick County,All Drugs,5,6.23,51069
9561,2012,Fredericksburg City,All Drugs,6,21.97,51630
9562,2012,Galax City,All Drugs,0,0,51640
9563,2012,Giles County,All Drugs,8,47.26,51071
9564,2012,Gloucester County,All Drugs,4,10.84,51073
9565,2012,Goochland County,All Drugs,2,9.37,51075
9566,2012,Grayson County,All Drugs,2,13.17,51077
9567,2012,Greene County,All Drugs,1,5.33,51079
9568,2012,Greensville County,All Drugs,1,8.44,51081
9569,2012,Halifax County,All Drugs,0,0,51083
9570,2012,Hampton City,All Drugs,11,8.04,51650
9571,2012,Hanover County,All Drugs,8,7.95,51085
9572,2012,Harrisonburg City,All Drugs,3,5.88,51660
9573,2012,Henrico County,All Drugs,25,7.94,51087
9574,2012,Henry County,All Drugs,14,26.43,51089
9575,2012,Highland County,All Drugs,0,0,51091
9576,2012,Hopewell City,All Drugs,2,8.95,51670
9577,2012,Isle of Wight County,All Drugs,2,5.65,51093
9578,2012,James City County,All Drugs,3,4.35,51095
9579,2012,King and Queen County,All Drugs,0,0,51097
9580,2012,King George County,All Drugs,6,24.49,51099
9581,2012,King William County,All Drugs,1,6.26,51101
9582,2012,Lancaster County,All Drugs,0,0,51103
9583,2012,Lee County,All Drugs,4,15.7,51105
9584,2012,Lexington City,All Drugs,0,0,51678
9585,2012,Loudoun County,All Drugs,16,4.75,51107
9586,2012,Louisa County,All Drugs,2,5.98,51109
